user_id,total_session_count,total_category_browse_count,added_to_cart,cart_value,search_count,days_active_last_7,event_count
QB137364,2,0,no,0.0,0,1,2
QB137365,6,6,no,0.0,3,2,21
QB137366,2,2,no,0.0,3,1,14
QB137367,7,6,yes,128.43,8,4,44
QB137368,3,1,no,0.0,1,2,14
QB137370,4,1,no,0.0,3,2,12
QB137371,2,0,no,0.0,0,1,5
QB137375,2,1,no,0.0,0,1,2
QB137377,3,1,no,0.0,0,2,11
QB137379,13,8,yes,214.31,7,6,50
QB137382,3,3,no,0.0,4,3,32
QB137385,2,3,yes,150.08,3,1,10
QB137386,8,6,no,0.0,4,3,21
QB137388,2,1,no,0.0,0,1,4
QB137389,1,0,no,0.0,1,1,5
QB137390,3,1,no,0.0,2,2,11
QB137391,2,2,yes,212.66,0,1,5
QB137392,1,1,no,0.0,0,1,4
QB137395,1,1,no,0.0,0,1,7
QB137396,2,2,no,0.0,0,2,12
QB137398,2,1,no,0.0,2,1,3
QB137400,3,3,no,0.0,0,2,9
QB137401,3,3,no,0.0,0,2,9
QB137404,2,3,no,0.0,1,1,13
QB137411,2,2,yes,209.74,1,3,20
QB137413,1,1,no,0.0,1,1,6
QB137416,2,0,no,0.0,1,1,6
QB137420,2,1,no,0.0,3,1,10
QB137422,3,1,yes,275.47,2,2,12
QB137426,2,2,no,0.0,3,1,8
QB137427,1,0,no,0.0,2,1,5
QB137428,1,2,yes,233.63,2,2,11
QB137429,3,6,no,0.0,5,3,12
QB137430,5,5,yes,117.85,2,2,17
QB137432,1,1,no,0.0,0,1,14
QB137433,3,2,no,0.0,3,1,8
QB137434,2,1,no,0.0,2,2,8
QB137437,2,3,no,0.0,0,2,12
QB137440,1,1,no,0.0,3,1,3
QB137441,2,1,no,0.0,1,1,12
QB137442,3,3,no,0.0,1,2,9
QB137444,4,3,no,0.0,2,4,11
QB137445,1,3,no,0.0,3,1,5
QB137450,9,3,no,0.0,4,4,20
QB137451,2,2,no,0.0,3,2,12
QB137452,7,4,yes,784.12,2,4,11
QB137453,4,2,no,0.0,1,2,12
QB137454,2,0,yes,357.37,0,1,5
QB137456,4,2,yes,277.57,1,1,11
QB137458,2,0,yes,238.82,1,1,3
QB137459,2,0,no,0.0,1,1,3
QB137460,1,2,no,0.0,0,1,4
QB137463,2,1,yes,176.61,3,1,3
QB137464,1,1,yes,240.56,2,2,10
QB137466,1,0,no,0.0,0,1,2
QB137467,2,3,no,0.0,0,2,3
QB137468,14,4,no,0.0,10,5,61
QB137469,1,0,no,0.0,1,1,4
QB137470,5,7,no,0.0,5,3,28
QB137471,4,1,yes,484.93,2,2,5
QB137472,4,1,no,0.0,2,1,8
QB137477,2,2,no,0.0,1,2,27
QB137478,5,5,yes,267.58,4,3,13
QB137479,1,0,no,0.0,0,1,5
QB137481,3,3,no,0.0,1,1,8
QB137487,2,1,no,0.0,0,1,4
QB137489,2,3,yes,330.65,2,2,13
QB137490,4,2,no,0.0,2,2,5
QB137496,1,3,yes,157.28,0,1,13
QB137498,1,1,no,0.0,1,1,6
QB137499,2,2,no,0.0,2,2,6
QB137501,1,2,yes,132.3,2,2,8
QB137503,12,13,yes,385.15,8,7,59
QB137505,13,12,yes,288.56,3,4,43
QB137507,2,3,yes,422.03,3,1,8
QB137508,1,1,no,0.0,2,1,5
QB137510,2,2,yes,260.48,0,1,13
QB137512,1,2,no,0.0,0,1,5
QB137513,2,3,no,0.0,2,1,13
QB137515,7,3,yes,228.36,1,2,18
QB137517,1,1,yes,427.44,1,2,3
QB137518,1,0,yes,540.22,0,1,6
QB137520,1,2,no,0.0,2,2,11
QB137522,3,2,no,0.0,2,1,6
QB137523,8,5,no,0.0,4,3,16
QB137525,1,1,no,0.0,0,1,1
QB137527,3,4,yes,165.95,2,2,21
QB137529,1,1,no,0.0,0,1,5
QB137530,10,9,no,0.0,3,7,77
QB137533,3,3,no,0.0,0,2,8
QB137539,9,4,yes,165.55,4,2,18
QB137542,1,0,yes,261.74,1,1,5
QB137547,1,1,no,0.0,1,1,5
QB137548,1,0,no,0.0,0,1,3
QB137550,2,2,no,0.0,3,1,7
QB137554,1,1,no,0.0,1,1,1
QB137556,3,3,yes,345.55,0,2,10
QB137563,8,3,yes,278.56,3,4,27
QB137564,1,0,no,0.0,1,1,6
QB137565,2,6,yes,248.29,1,3,33
QB137566,4,2,yes,329.32,2,1,9
QB137567,2,7,no,0.0,4,4,27
QB137569,2,3,yes,344.0,2,4,19
QB137571,3,1,no,0.0,1,2,5
QB137572,5,2,no,0.0,5,3,32
QB137576,19,5,yes,772.08,8,7,75
QB137577,15,8,no,0.0,4,4,35
QB137592,2,1,yes,249.61,0,1,2
QB137593,4,4,yes,135.01,3,2,16
QB137594,2,2,yes,389.98,0,2,11
QB137595,4,3,yes,75.77,1,1,11
QB137599,2,2,no,0.0,0,1,4
QB137600,13,7,yes,125.35,4,6,33
QB137606,1,2,no,0.0,3,2,12
QB137608,2,2,no,0.0,3,1,12
QB137609,3,5,yes,547.24,4,2,30
QB137613,3,2,no,0.0,2,2,13
QB137614,4,2,yes,558.6,1,1,7
QB137615,2,1,no,0.0,0,1,2
QB137616,8,4,yes,186.43,5,4,26
QB137617,2,1,no,0.0,0,1,5
QB137620,4,1,yes,423.61,3,1,4
QB137622,1,0,no,0.0,1,1,7
QB137625,3,1,no,0.0,1,2,8
QB137626,2,1,no,0.0,3,1,6
QB137628,1,1,no,0.0,0,1,6
QB137629,2,1,no,0.0,0,1,6
QB137631,4,3,yes,221.61,1,3,19
QB137633,1,1,no,0.0,1,1,5
QB137635,2,0,no,0.0,0,1,7
QB137636,6,5,yes,126.69,2,2,29
QB137637,3,3,no,0.0,2,2,7
QB137639,1,1,no,0.0,1,2,5
QB137640,2,1,yes,163.97,1,1,11
QB137647,1,3,yes,201.35,0,2,4
QB137648,3,1,no,0.0,1,2,13
QB137649,2,3,no,0.0,3,2,5
QB137655,9,6,no,0.0,2,4,11
QB137657,1,1,yes,459.08,1,2,3
QB137658,3,1,no,0.0,1,2,5
QB137660,2,1,no,0.0,1,1,6
QB137665,1,0,no,0.0,0,1,7
QB137668,4,1,yes,344.77,3,2,6
QB137669,1,3,no,0.0,3,2,14
QB137671,8,2,no,0.0,1,4,28
QB137673,1,3,no,0.0,1,1,3
QB137676,2,1,no,0.0,3,2,8
QB137678,1,0,yes,231.03,0,1,4
QB137684,4,1,no,0.0,0,2,11
QB137685,4,2,yes,395.5,1,2,7
QB137688,4,1,yes,454.59,2,1,7
QB137691,5,4,no,0.0,2,4,22
QB137693,1,0,no,0.0,1,1,2
QB137694,1,1,no,0.0,0,1,1
QB137701,3,3,no,0.0,2,2,14
QB137705,4,1,no,0.0,2,2,5
QB137707,4,2,no,0.0,3,2,13
QB137708,4,3,yes,311.84,3,2,8
QB137713,11,4,yes,230.45,3,6,37
QB137715,9,6,yes,129.02,7,5,54
QB137716,1,1,no,0.0,2,2,12
QB137717,1,1,yes,349.55,2,2,10
QB137718,1,3,yes,233.29,3,1,6
QB137719,4,1,no,0.0,1,1,4
QB137722,3,1,no,0.0,0,1,5
QB137723,3,2,no,0.0,1,2,14
QB137724,1,1,no,0.0,2,2,14
QB137728,3,1,yes,460.63,2,2,11
QB137729,1,1,no,0.0,2,1,12
QB137731,2,1,no,0.0,0,1,7
QB137733,1,1,yes,424.86,3,1,11
QB137734,4,3,yes,240.08,2,2,13
QB137735,5,2,yes,154.51,2,3,29
QB137736,5,6,no,0.0,1,2,9
QB137737,2,0,no,0.0,1,1,3
QB137740,1,1,no,0.0,0,1,3
QB137742,3,2,no,0.0,2,2,7
QB137743,1,1,no,0.0,0,2,6
QB137745,3,3,yes,237.23,0,1,14
QB137747,4,2,yes,303.77,0,1,9
QB137749,1,1,no,0.0,1,2,11
QB137750,1,0,no,0.0,1,1,7
QB137752,2,0,no,0.0,1,1,2
QB137754,2,0,no,0.0,1,1,3
QB137757,3,1,no,0.0,2,2,5
QB137759,3,3,yes,274.4,2,2,9
QB137760,2,0,no,0.0,0,1,2
QB137765,2,1,no,0.0,0,1,4
QB137769,2,1,no,0.0,1,1,3
QB137773,4,4,yes,225.83,2,4,33
QB137777,2,2,no,0.0,2,1,13
QB137778,5,2,yes,124.36,1,3,32
QB137779,8,6,no,0.0,10,6,68
QB137782,7,7,yes,270.29,4,3,33
QB137783,2,1,no,0.0,0,1,6
QB137787,5,6,yes,332.21,1,3,25
QB137789,1,1,no,0.0,2,2,6
QB137793,2,3,yes,329.62,2,3,29
QB137794,2,1,no,0.0,1,1,1
QB137796,2,4,no,0.0,1,3,8
QB137799,3,3,no,0.0,0,2,12
QB137800,5,3,no,0.0,4,2,13
QB137801,3,2,yes,186.75,1,2,13
QB137803,2,2,no,0.0,0,1,12
QB137804,4,2,no,0.0,0,1,3
QB137805,3,2,yes,148.08,2,1,14
QB137807,1,1,no,0.0,0,1,5
QB137808,1,3,yes,256.47,1,1,11
QB137809,3,3,yes,234.66,1,2,8
QB137810,4,2,no,0.0,1,1,6
QB137811,2,6,yes,341.87,1,2,8
QB137812,4,2,no,0.0,2,2,13
QB137814,2,2,no,0.0,2,1,7
QB137818,4,7,no,0.0,3,3,26
QB137826,2,0,no,0.0,1,1,2
QB137830,18,9,no,0.0,11,7,54
QB137831,2,1,no,0.0,1,1,1
QB137832,1,3,no,0.0,3,2,11
QB137838,4,2,no,0.0,0,2,9
QB137840,3,3,no,0.0,3,2,12
QB137844,4,1,no,0.0,0,2,13
QB137846,2,1,no,0.0,0,1,2
QB137849,2,0,no,0.0,0,1,5
QB137850,1,2,no,0.0,1,1,13
QB137852,2,2,no,0.0,2,1,11
QB137855,4,2,no,0.0,1,2,10
QB137856,2,0,yes,216.03,1,1,5
QB137857,3,3,no,0.0,3,1,7
QB137858,2,2,yes,178.29,1,2,3
QB137860,1,0,no,0.0,1,1,2
QB137862,3,2,no,0.0,1,2,14
QB137864,1,2,no,0.0,3,1,11
QB137865,2,0,no,0.0,0,1,4
QB137866,1,3,no,0.0,1,1,3
QB137867,3,2,yes,187.21,2,2,6
QB137868,1,2,yes,183.92,2,1,5
QB137872,1,1,yes,513.71,1,1,2
QB137877,1,2,no,0.0,3,2,4
QB137881,4,1,no,0.0,0,1,11
QB137882,2,0,no,0.0,0,1,2
QB137883,4,1,no,0.0,0,1,7
QB137884,9,5,yes,247.82,5,4,14
QB137889,2,5,yes,427.98,4,4,13
QB137890,2,0,no,0.0,1,1,6
QB137891,1,1,yes,261.12,2,2,7
QB137892,4,3,yes,139.77,3,2,8
QB137896,2,2,no,0.0,0,1,11
QB137901,3,3,no,0.0,0,1,10
QB137902,4,3,no,0.0,1,2,4
QB137903,2,1,no,0.0,2,1,10
QB137907,4,3,no,0.0,2,1,3
QB137909,3,3,no,0.0,2,2,12
QB137916,4,1,yes,246.22,3,2,8
QB137918,2,1,no,0.0,2,1,7
QB137919,1,0,no,0.0,1,1,5
QB137920,19,8,yes,76.04,6,7,26
QB137922,1,1,no,0.0,0,1,6
QB137923,10,6,no,0.0,4,6,49
QB137924,1,3,yes,408.66,0,2,5
QB137925,7,2,yes,450.98,1,3,32
QB137932,1,0,no,0.0,1,1,3
QB137933,2,0,no,0.0,1,1,1
QB137935,2,1,no,0.0,1,1,4
QB137936,4,3,no,0.0,3,2,9
QB137944,1,0,no,0.0,1,1,3
QB137945,1,0,no,0.0,0,1,4
QB137946,1,1,no,0.0,0,1,1
QB137947,3,3,no,0.0,0,2,3
QB137950,7,3,no,0.0,5,3,34
QB137954,1,1,no,0.0,0,1,3
QB137955,4,3,no,0.0,3,2,6
QB137958,3,1,yes,145.99,2,2,10
QB137959,3,2,yes,694.99,1,1,9
QB137961,3,1,no,0.0,1,2,3
QB137963,3,2,yes,193.73,1,2,12
QB137969,4,2,no,0.0,0,1,11
QB137971,1,2,no,0.0,3,2,3
QB137974,1,3,no,0.0,3,2,10
QB137975,1,0,yes,242.41,0,1,6
QB137976,2,1,no,0.0,0,1,6
QB137979,2,3,no,0.0,0,1,3
QB137980,1,0,no,0.0,1,1,1
QB137981,3,1,no,0.0,0,2,4
QB137983,2,3,yes,296.87,0,2,14
QB137984,1,1,no,0.0,3,1,5
QB137985,1,1,no,0.0,2,1,3
QB137987,5,2,yes,169.85,4,2,19
QB137988,5,3,yes,193.69,1,4,28
QB137989,2,0,no,0.0,1,1,1
QB137993,1,0,yes,144.75,1,1,5
QB137995,2,0,no,0.0,1,1,5
QB137996,8,6,yes,365.65,3,4,30
QB137998,3,3,no,0.0,0,2,11
QB138001,2,0,no,0.0,2,1,7
QB138002,1,0,no,0.0,1,1,6
QB138004,1,0,no,0.0,0,1,7
QB138006,1,3,no,0.0,2,1,11
QB138010,8,4,yes,297.66,2,2,23
QB138012,4,3,no,0.0,2,2,8
QB138013,2,1,no,0.0,2,1,2
QB138014,6,3,no,0.0,2,4,14
QB138016,2,1,no,0.0,1,1,3
QB138020,1,1,no,0.0,0,1,1
QB138023,2,1,no,0.0,1,1,3
QB138024,4,1,no,0.0,0,2,7
QB138025,3,2,no,0.0,0,2,4
QB138027,2,1,yes,227.35,0,2,10
QB138029,3,3,no,0.0,3,1,13
QB138031,2,0,no,0.0,2,1,5
QB138032,13,13,yes,144.01,4,6,32
QB138039,2,3,yes,205.05,0,2,7
QB138040,4,3,yes,259.15,0,2,10
QB138041,2,0,yes,328.41,0,1,3
QB138045,4,3,no,0.0,1,1,11
QB138047,2,1,yes,369.76,0,1,11
QB138048,2,3,no,0.0,0,1,11
QB138054,2,1,no,0.0,0,1,3
QB138057,2,0,yes,306.91,1,1,2
QB138059,11,13,yes,487.49,8,4,72
QB138062,2,2,no,0.0,1,1,11
QB138063,7,6,no,0.0,2,2,18
QB138064,9,4,yes,102.52,3,4,26
QB138066,9,4,no,0.0,2,4,16
QB138067,1,0,no,0.0,0,1,4
QB138069,3,1,yes,161.41,1,2,11
QB138072,1,1,no,0.0,2,1,2
QB138077,2,1,yes,163.91,0,1,10
QB138079,4,2,no,0.0,0,2,10
QB138080,4,1,yes,478.74,1,1,8
QB138083,3,1,no,0.0,2,1,11
QB138084,1,1,no,0.0,0,1,3
QB138085,1,1,no,0.0,1,1,2
QB138089,2,1,no,0.0,0,1,7
QB138094,4,1,no,0.0,1,1,4
QB138098,2,2,no,0.0,2,2,22
QB138099,4,1,yes,169.57,1,1,12
QB138104,2,1,no,0.0,0,1,2
QB138105,2,4,yes,331.39,5,4,33
QB138107,4,1,no,0.0,3,1,3
QB138108,5,4,no,0.0,4,3,26
QB138113,1,0,no,0.0,0,1,7
QB138115,3,2,yes,195.23,0,1,11
QB138116,4,4,no,0.0,4,2,18
QB138117,1,3,no,0.0,3,1,10
QB138118,1,1,no,0.0,2,1,7
QB138120,1,1,no,0.0,0,1,7
QB138124,1,1,no,0.0,1,1,5
QB138125,4,3,no,0.0,2,1,5
QB138126,2,1,no,0.0,0,1,3
QB138127,2,1,no,0.0,1,1,5
QB138129,2,0,no,0.0,1,1,4
QB138132,3,2,no,0.0,2,1,10
QB138133,5,7,no,0.0,4,2,34
QB138136,2,0,no,0.0,1,1,7
QB138137,3,3,yes,308.43,2,2,8
QB138141,5,2,no,0.0,3,3,26
QB138142,1,1,no,0.0,0,1,1
QB138143,2,3,no,0.0,0,2,12
QB138144,2,1,no,0.0,1,1,4
QB138145,5,3,yes,473.98,3,2,9
QB138146,1,2,yes,248.92,0,2,14
QB138147,4,2,no,0.0,1,2,9
QB138149,1,0,no,0.0,2,1,6
QB138150,2,1,yes,148.48,0,1,5
QB138156,4,3,no,0.0,1,2,10
QB138157,1,0,no,0.0,0,1,6
QB138159,3,1,yes,261.93,3,2,10
QB138161,4,2,yes,283.74,0,2,5
QB138170,2,0,no,0.0,0,1,4
QB138173,2,1,no,0.0,1,1,7
QB138174,1,1,no,0.0,3,2,6
QB138181,2,0,no,0.0,2,1,5
QB138184,2,3,yes,151.44,2,2,14
QB138185,1,2,yes,181.32,0,1,13
QB138187,3,2,yes,253.69,1,2,10
QB138188,4,3,yes,404.79,3,2,7
QB138192,1,2,yes,105.7,1,2,3
QB138193,7,3,yes,343.18,5,4,12
QB138196,2,3,yes,190.38,5,3,15
QB138198,3,3,yes,387.22,3,2,5
QB138199,2,3,yes,179.5,1,2,13
QB138201,6,4,no,0.0,3,4,29
QB138204,4,1,no,0.0,2,1,4
QB138211,1,3,yes,252.2,3,1,7
QB138212,2,0,no,0.0,0,1,5
QB138214,1,2,no,0.0,2,1,10
QB138215,7,6,no,0.0,4,4,14
QB138216,2,1,no,0.0,1,1,7
QB138220,1,1,no,0.0,2,1,5
QB138221,1,0,no,0.0,0,1,5
QB138230,18,5,no,0.0,10,5,55
QB138232,4,3,yes,242.14,1,2,13
QB138235,6,3,no,0.0,2,3,11
QB138237,3,2,no,0.0,1,3,20
QB138238,4,1,yes,246.38,3,1,8
QB138240,4,3,no,0.0,1,4,31
QB138243,4,3,yes,159.49,2,1,9
QB138244,2,0,no,0.0,0,1,3
QB138246,4,1,no,0.0,1,1,7
QB138247,6,10,yes,136.06,4,4,38
QB138251,4,3,no,0.0,1,1,6
QB138253,2,2,no,0.0,0,2,11
QB138255,4,6,yes,797.85,4,3,12
QB138258,1,1,no,0.0,3,1,5
QB138260,2,1,no,0.0,3,2,6
QB138268,4,2,no,0.0,3,2,7
QB138269,2,1,yes,216.81,1,1,2
QB138270,2,0,yes,533.86,0,1,3
QB138271,2,1,yes,347.01,2,2,8
QB138275,1,0,no,0.0,2,1,3
QB138278,4,2,yes,309.39,2,2,5
QB138283,1,1,no,0.0,0,1,3
QB138284,2,1,yes,164.02,1,2,4
QB138285,16,13,no,0.0,4,6,41
QB138292,2,1,no,0.0,0,1,5
QB138293,4,1,no,0.0,2,2,10
QB138294,3,3,no,0.0,3,1,13
QB138295,3,2,no,0.0,0,2,8
QB138296,4,2,no,0.0,3,1,9
QB138297,4,4,yes,320.32,4,3,33
QB138298,7,7,yes,181.61,5,2,27
QB138300,3,2,no,0.0,1,2,10
QB138301,2,1,no,0.0,0,1,1
QB138302,2,2,yes,393.2,2,2,25
QB138303,7,3,no,0.0,4,2,20
QB138304,1,0,no,0.0,1,1,3
QB138311,2,0,no,0.0,0,1,6
QB138313,4,3,no,0.0,1,1,6
QB138315,1,3,no,0.0,1,1,11
QB138316,3,1,yes,219.9,0,1,5
QB138317,1,1,no,0.0,0,1,2
QB138319,7,4,yes,65.59,4,2,30
QB138320,3,6,no,0.0,1,4,17
QB138322,2,3,no,0.0,0,2,4
QB138325,1,0,yes,322.16,1,1,2
QB138330,2,0,no,0.0,1,1,2
QB138331,3,4,no,0.0,4,4,11
QB138333,4,2,no,0.0,1,3,13
QB138334,7,7,yes,545.88,3,4,11
QB138335,19,9,yes,254.28,3,6,33
QB138336,2,2,no,0.0,3,2,9
QB138337,1,2,yes,240.25,3,1,4
QB138338,13,5,yes,265.2,5,4,70
QB138341,3,2,no,0.0,3,2,8
QB138342,1,1,no,0.0,1,1,5
QB138343,2,1,no,0.0,0,1,2
QB138347,1,1,yes,173.19,1,2,14
QB138350,6,2,yes,106.69,2,3,33
QB138351,3,3,no,0.0,2,1,11
QB138352,9,2,yes,176.8,3,4,21
QB138354,3,3,no,0.0,1,1,12
QB138356,3,3,no,0.0,2,1,9
QB138357,4,1,no,0.0,1,1,11
QB138359,2,3,no,0.0,3,2,6
QB138360,1,3,yes,371.93,0,2,3
QB138362,1,2,yes,115.71,3,2,6
QB138363,4,7,no,0.0,1,2,24
QB138364,3,1,no,0.0,1,1,10
QB138369,2,3,no,0.0,3,1,8
QB138371,1,1,no,0.0,1,1,7
QB138372,9,3,yes,381.36,5,3,29
QB138374,4,2,no,0.0,4,3,32
QB138376,2,1,yes,181.27,0,2,3
QB138378,1,0,no,0.0,1,1,2
QB138380,1,3,no,0.0,3,1,4
QB138383,2,1,no,0.0,1,1,7
QB138387,4,2,no,0.0,2,2,9
QB138388,7,6,no,0.0,3,2,25
QB138389,2,1,yes,174.65,2,1,12
QB138390,2,1,yes,364.86,1,1,3
QB138391,4,1,no,0.0,2,2,4
QB138392,1,0,no,0.0,0,1,1
QB138393,9,5,yes,154.02,2,2,27
QB138394,1,1,yes,313.66,0,1,13
QB138395,1,2,yes,162.8,1,2,5
QB138397,1,2,yes,273.44,2,1,14
QB138399,8,7,yes,434.07,3,2,21
QB138400,3,3,no,0.0,0,1,12
QB138401,3,5,no,0.0,5,2,27
QB138403,3,3,yes,219.4,0,1,3
QB138406,1,1,no,0.0,0,2,8
QB138408,5,6,no,0.0,4,3,31
QB138409,2,1,no,0.0,1,1,13
QB138411,1,2,yes,193.6,0,2,5
QB138412,6,6,no,0.0,2,4,13
QB138413,1,0,no,0.0,1,1,5
QB138414,2,4,yes,282.23,2,4,34
QB138421,2,2,yes,211.23,5,3,19
QB138424,1,0,no,0.0,0,1,4
QB138429,1,2,yes,243.5,3,2,13
QB138430,1,1,no,0.0,1,1,2
QB138433,1,1,no,0.0,1,1,5
QB138437,2,1,no,0.0,0,1,6
QB138440,1,1,no,0.0,0,1,4
QB138442,3,1,no,0.0,1,2,8
QB138446,2,2,no,0.0,0,2,4
QB138448,1,2,no,0.0,3,1,9
QB138449,2,0,no,0.0,1,1,5
QB138453,3,1,no,0.0,0,1,5
QB138458,1,1,no,0.0,1,1,2
QB138459,1,0,no,0.0,2,1,4
QB138463,2,1,no,0.0,0,2,7
QB138464,2,1,no,0.0,0,1,5
QB138465,11,6,yes,559.38,8,4,50
QB138470,4,1,no,0.0,0,2,9
QB138471,2,3,yes,149.1,3,1,9
QB138473,2,3,yes,119.18,1,1,7
QB138474,3,2,no,0.0,3,2,10
QB138476,4,3,no,0.0,3,1,5
QB138477,1,1,no,0.0,2,1,6
QB138481,3,1,yes,112.53,2,2,9
QB138483,2,1,no,0.0,1,1,4
QB138485,2,2,no,0.0,2,2,11
QB138489,5,6,no,0.0,1,3,28
QB138490,8,2,no,0.0,3,2,12
QB138492,3,3,no,0.0,2,2,4
QB138493,1,0,no,0.0,1,1,6
QB138494,3,2,yes,394.41,1,1,11
QB138497,2,2,no,0.0,2,1,12
QB138499,1,3,no,0.0,0,1,4
QB138500,3,3,no,0.0,0,1,8
QB138501,2,2,no,0.0,2,2,4
QB138502,1,2,yes,637.81,3,1,9
QB138504,2,2,no,0.0,0,1,4
QB138507,4,2,yes,259.13,4,3,14
QB138509,4,1,yes,326.01,0,1,13
QB138510,3,2,no,0.0,1,1,8
QB138513,2,1,no,0.0,1,1,3
QB138515,3,1,no,0.0,3,2,3
QB138516,4,3,no,0.0,3,1,6
QB138517,2,3,no,0.0,3,2,13
QB138521,19,12,yes,421.76,8,4,75
QB138522,4,2,yes,628.54,3,2,4
QB138525,3,1,yes,229.0,0,1,10
QB138532,1,1,no,0.0,2,1,7
QB138533,4,1,yes,183.85,0,2,11
QB138537,3,2,no,0.0,1,1,7
QB138539,1,1,yes,272.93,1,2,7
QB138540,2,1,no,0.0,1,1,4
QB138542,3,3,no,0.0,3,1,7
QB138543,1,1,no,0.0,3,2,13
QB138546,4,3,yes,174.49,3,2,12
QB138547,2,3,yes,335.49,1,1,9
QB138549,2,0,no,0.0,1,1,6
QB138551,2,2,no,0.0,3,1,5
QB138552,2,0,no,0.0,0,1,1
QB138553,5,6,yes,377.39,3,5,74
QB138556,4,3,yes,308.39,2,2,9
QB138557,4,1,yes,592.48,2,2,14
QB138558,2,3,no,0.0,2,1,9
QB138561,3,3,yes,191.66,3,4,29
QB138563,3,2,no,0.0,0,2,13
QB138566,2,0,no,0.0,2,1,4
QB138568,2,0,no,0.0,1,1,6
QB138570,1,3,no,0.0,1,2,9
QB138571,2,1,no,0.0,0,1,7
QB138576,2,3,no,0.0,0,2,12
QB138577,1,0,no,0.0,2,1,7
QB138579,1,0,no,0.0,0,1,4
QB138580,2,3,no,0.0,3,1,4
QB138581,4,1,yes,340.3,3,2,5
QB138582,2,1,no,0.0,2,2,5
QB138583,2,1,no,0.0,1,1,1
QB138588,1,1,yes,475.44,1,1,5
QB138591,4,1,yes,257.57,0,1,8
QB138594,6,6,no,0.0,4,4,29
QB138597,3,2,yes,382.71,4,3,30
QB138599,2,1,no,0.0,1,1,6
QB138608,1,3,no,0.0,0,2,8
QB138611,2,3,yes,229.64,2,1,11
QB138613,2,2,no,0.0,1,2,7
QB138614,2,1,no,0.0,3,2,3
QB138615,1,1,no,0.0,0,1,4
QB138618,2,1,yes,102.8,1,1,5
QB138622,1,1,no,0.0,0,1,1
QB138623,3,1,no,0.0,2,2,5
QB138625,2,0,no,0.0,1,1,3
QB138627,7,4,yes,344.78,2,2,32
QB138629,7,2,no,0.0,2,2,23
QB138630,1,0,no,0.0,1,1,6
QB138631,1,3,no,0.0,2,2,8
QB138632,19,4,yes,403.3,11,6,64
QB138633,1,1,no,0.0,2,1,5
QB138647,2,1,yes,512.32,0,1,6
QB138649,1,1,yes,168.11,1,1,7
QB138651,3,3,no,0.0,2,2,4
QB138653,4,3,yes,199.85,1,1,5
QB138655,1,0,no,0.0,0,1,6
QB138656,2,2,yes,311.82,1,2,8
QB138658,4,1,no,0.0,0,2,10
QB138661,1,2,yes,302.65,2,2,6
QB138664,3,3,no,0.0,1,2,3
QB138667,1,1,no,0.0,1,2,3
QB138668,2,0,no,0.0,0,1,3
QB138669,2,1,no,0.0,0,2,11
QB138670,1,2,no,0.0,1,1,6
QB138671,6,3,yes,207.18,1,3,33
QB138673,1,2,yes,156.79,3,2,9
QB138681,1,1,yes,489.84,1,1,6
QB138682,2,2,no,0.0,3,2,10
QB138683,2,1,no,0.0,0,2,14
QB138685,4,2,yes,485.79,2,2,4
QB138687,1,0,no,0.0,0,1,3
QB138690,2,1,yes,154.04,0,1,10
QB138691,9,6,no,0.0,2,2,15
QB138694,3,3,no,0.0,0,2,4
QB138696,1,1,no,0.0,0,2,14
QB138697,4,3,no,0.0,0,2,9
QB138699,2,0,no,0.0,2,1,6
QB138702,2,3,yes,179.63,3,1,3
QB138710,2,3,no,0.0,0,1,12
QB138714,1,2,no,0.0,2,1,7
QB138715,1,0,no,0.0,0,1,4
QB138718,2,0,no,0.0,2,1,2
QB138719,3,3,yes,262.47,2,1,5
QB138720,5,5,yes,222.09,5,4,29
QB138725,4,1,yes,229.7,1,1,13
QB138732,4,3,no,0.0,3,2,9
QB138733,2,1,no,0.0,1,1,4
QB138734,3,2,no,0.0,3,1,13
QB138735,2,1,no,0.0,1,1,1
QB138738,1,1,no,0.0,0,2,11
QB138739,2,1,no,0.0,1,1,5
QB138740,2,1,no,0.0,0,1,7
QB138742,1,3,yes,204.79,2,2,11
QB138743,3,1,no,0.0,0,1,11
QB138745,2,1,no,0.0,1,1,3
QB138746,1,1,yes,385.28,0,1,10
QB138747,4,2,no,0.0,2,2,5
QB138752,1,3,no,0.0,1,1,6
QB138753,14,10,yes,393.63,11,7,59
QB138755,1,0,no,0.0,1,1,2
QB138756,1,1,yes,146.05,1,1,4
QB138757,3,3,no,0.0,3,3,14
QB138758,4,2,no,0.0,3,1,6
QB138759,1,2,no,0.0,1,1,14
QB138760,2,3,no,0.0,1,1,3
QB138762,5,3,yes,800.8,1,4,13
QB138763,14,12,no,0.0,9,4,50
QB138764,1,1,no,0.0,3,1,12
QB138765,1,0,no,0.0,1,1,6
QB138767,9,2,no,0.0,4,4,17
QB138769,4,1,no,0.0,0,1,5
QB138774,2,0,no,0.0,0,1,4
QB138778,3,2,no,0.0,0,2,11
QB138781,6,3,no,0.0,5,3,32
QB138782,1,3,no,0.0,2,2,3
QB138785,1,1,no,0.0,0,1,7
QB138787,3,2,no,0.0,3,2,10
QB138790,3,3,yes,260.25,2,2,17
QB138793,1,1,no,0.0,1,1,4
QB138794,8,5,yes,314.69,5,4,31
QB138796,3,2,yes,106.02,0,1,6
QB138799,6,3,yes,232.18,1,3,8
