user_id,experiment_group,city,device_os,acquisition_channel,acquisition_cost,first_order_datetime,first_order_value,first_order_delivery_time_mins,first_order_discount_value,first_order_item_count,first_order_payment_method,returned_7d,second_order_datetime,second_order_value,second_order_delivery_time_mins,second_order_discount_value,second_order_item_count,second_order_status,second_order_payment_method,w2_returned,w2_order_value
EXP201233,treatment,Delhi NCR,android,offline_events,126.59,2025-04-06 06:17:19,250.16,14.5,67.02,3,upi,0,,,,,,,,0,
EXP201234,treatment,Pune,android,referral,94.59,2025-04-05 10:27:07,280.96,17.3,84.29,2,pay_later,1,2025-04-08 16:27:07,658.88,14.2,0.0,4.0,Delivered,debit_card,1,222.58
EXP201235,treatment,Hyderabad,android,google_ads,130.01,2025-04-05 18:30:29,99.26,15.9,29.78,1,debit_card,1,2025-04-09 04:28:29,391.39,18.2,0.0,5.0,Delivered,debit_card,0,
EXP201236,treatment,Pune,android,organic_search,41.11,2025-04-06 15:38:58,232.32,16.1,69.7,1,upi,0,,,,,,,,0,
EXP201237,treatment,Hyderabad,ios,meta_ads,70.04,2025-04-08 18:50:36,365.47,11.7,87.71,4,upi,0,,,,,,,,0,
EXP201238,treatment,Bangalore,android,google_ads,88.8,2025-04-10 15:18:40,365.05,14.4,49.09,1,credit_card,0,,,,,,,,0,
EXP201239,treatment,Ahmedabad,android,organic_search,60.7,2025-04-07 23:16:25,167.84,14.7,50.35,3,upi,0,,,,,,,,0,
EXP201240,treatment,Bangalore,android,organic_search,37.87,2025-04-08 11:37:04,619.27,9.5,70.0,10,upi,0,,,,,,,,0,
EXP201241,treatment,Hyderabad,android,app_store,32.51,2025-04-08 10:16:51,259.89,15.600000000000001,47.12,1,cod,0,,,,,,,,0,
EXP201242,treatment,Kolkata,android,referral,49.66,2025-04-05 10:16:37,672.38,25.3,97.38,10,debit_card,0,,,,,,,,0,
EXP201243,treatment,Bangalore,android,app_store,34.96,2025-04-06 22:55:53,268.5,7.5,77.92,5,upi,0,,,,,,,,0,
EXP201244,treatment,Mumbai,android,meta_ads,100.5,2025-04-06 15:17:06,126.52,12.0,37.96,1,upi,0,,,,,,,,0,
EXP201245,treatment,Bangalore,android,influencer,145.66,2025-04-10 08:28:32,225.75,10.5,55.26,2,debit_card,0,,,,,,,,0,
EXP201246,treatment,Kolkata,android,organic_search,54.31,2025-04-11 12:08:49,597.52,17.7,94.97,7,credit_card,0,,,,,,,,0,
EXP201247,treatment,Delhi NCR,android,meta_ads,100.46,2025-04-11 09:05:41,142.71,19.0,42.81,3,debit_card,1,2025-04-16 14:00:41,193.62,14.4,0.0,2.0,Refunded,upi,0,
EXP201248,treatment,Chennai,android,google_ads,126.32,2025-04-11 09:28:37,273.11,22.1,81.93,7,upi,0,,,,,,,,0,
EXP201249,treatment,Pune,android,google_ads,116.07,2025-04-06 10:02:58,400.08,24.1,56.11,5,upi,0,,,,,,,,0,
EXP201250,treatment,Chennai,android,google_ads,185.35,2025-04-11 10:21:48,99.36,21.3,29.81,1,upi,1,2025-04-17 23:58:48,323.71,18.4,0.0,1.0,Delivered,upi,0,
EXP201251,treatment,Hyderabad,ios,meta_ads,127.6,2025-04-05 10:49:33,202.49,14.5,60.75,3,pay_later,1,2025-04-11 21:43:33,416.21,18.3,0.0,6.0,Delivered,upi,0,
EXP201252,treatment,Bangalore,android,organic_search,25.05,2025-04-10 10:18:47,221.22,15.399999999999999,66.37,1,pay_later,1,2025-04-16 11:23:47,275.97,18.6,0.0,6.0,Delivered,cod,1,274.16
EXP201253,treatment,Kolkata,ios,referral,67.44,2025-04-09 18:25:06,238.41,23.0,71.52,5,debit_card,1,2025-04-13 08:36:06,152.9,17.9,0.0,2.0,Delivered,debit_card,1,656.4
EXP201254,treatment,Mumbai,android,referral,53.66,2025-04-08 19:24:35,349.59,21.5,87.74,5,upi,1,2025-04-11 21:31:35,271.38,14.5,0.0,2.0,Delivered,cod,1,358.25
EXP201255,treatment,Delhi NCR,ios,app_store,21.71,2025-04-08 10:25:39,261.65,16.3,78.49,5,upi,0,,,,,,,,0,
EXP201256,treatment,Kolkata,android,meta_ads,83.23,2025-04-08 10:26:43,253.94,15.2,55.97,4,upi,0,,,,,,,,0,
EXP201257,treatment,Mumbai,android,organic_search,28.56,2025-04-11 10:25:03,558.55,19.6,98.31,9,upi,1,2025-04-12 14:52:03,195.1,14.5,0.0,2.0,Delivered,upi,1,385.24
EXP201258,treatment,Ahmedabad,android,meta_ads,102.64,2025-04-06 20:06:15,321.77,16.6,95.77,4,upi,0,,,,,,,,0,
EXP201259,treatment,Delhi NCR,android,offline_events,180.94,2025-04-08 09:19:06,153.86,19.1,46.16,1,credit_card,1,2025-04-13 18:50:06,402.2,11.0,0.0,9.0,Delivered,upi,1,527.95
EXP201260,treatment,Pune,android,organic_search,41.59,2025-04-08 09:03:14,1075.63,16.2,88.0,11,upi,0,,,,,,,,0,
EXP201261,treatment,Bangalore,android,offline_events,225.68,2025-04-09 20:08:04,154.84,20.4,46.45,1,upi,0,,,,,,,,0,
EXP201262,treatment,Hyderabad,android,offline_events,153.28,2025-04-06 09:27:33,294.2,17.2,66.7,2,upi,0,,,,,,,,0,
EXP201263,treatment,Bangalore,android,app_store,31.67,2025-04-07 17:08:39,463.59,13.0,89.44,6,upi,1,2025-04-09 18:56:39,519.76,19.8,0.0,7.0,Delivered,upi,0,
EXP201264,treatment,Bangalore,android,meta_ads,64.54,2025-04-08 08:43:30,195.28,16.1,47.14,2,debit_card,0,,,,,,,,0,
EXP201265,treatment,Mumbai,android,offline_events,141.47,2025-04-09 07:39:04,222.05,13.9,66.61,2,pay_later,0,,,,,,,,1,100.3
EXP201266,treatment,Bangalore,android,influencer,142.06,2025-04-06 20:35:19,229.11,13.8,68.73,6,cod,0,,,,,,,,0,
EXP201267,treatment,Delhi NCR,android,app_store,16.38,2025-04-07 21:02:49,294.27,13.8,88.28,2,upi,1,2025-04-11 16:08:49,185.92,16.8,0.0,1.0,Delivered,cod,1,450.49
EXP201268,treatment,Mumbai,android,google_ads,57.55,2025-04-09 12:53:05,114.4,13.6,34.32,2,upi,0,,,,,,,,0,
EXP201269,treatment,Bangalore,android,meta_ads,164.55,2025-04-06 22:52:56,331.72,14.5,90.93,3,upi,1,2025-04-12 08:10:56,495.99,13.1,0.0,7.0,Delivered,upi,1,462.58
EXP201270,treatment,Bangalore,android,google_ads,126.12,2025-04-11 14:32:06,379.4,14.7,75.34,4,credit_card,0,,,,,,,,0,
EXP201271,treatment,Mumbai,android,google_ads,99.88,2025-04-11 20:35:37,282.32,15.700000000000001,47.68,2,credit_card,0,,,,,,,,0,
EXP201272,treatment,Hyderabad,ios,meta_ads,41.08,2025-04-08 10:13:11,313.17,16.4,40.05,2,cod,0,,,,,,,,0,
EXP201273,treatment,Hyderabad,android,referral,69.29,2025-04-06 11:44:08,187.62,16.5,56.29,1,cod,0,,,,,,,,0,
EXP201274,treatment,Delhi NCR,android,google_ads,177.4,2025-04-07 22:26:34,423.89,9.1,86.21,4,pay_later,0,,,,,,,,0,
EXP201275,treatment,Pune,android,google_ads,141.85,2025-04-11 19:05:34,166.29,27.0,49.89,1,cod,0,,,,,,,,0,
EXP201276,treatment,Mumbai,android,organic_search,51.53,2025-04-07 11:40:49,167.34,25.0,50.2,2,upi,0,,,,,,,,0,
EXP201277,treatment,Delhi NCR,ios,organic_search,10.81,2025-04-08 10:14:06,405.58,18.8,91.02,4,credit_card,1,2025-04-13 11:48:06,555.94,19.2,0.0,10.0,Delivered,upi,1,254.22
EXP201278,treatment,Chennai,android,offline_events,222.95,2025-04-08 20:25:29,114.32,17.1,34.3,1,credit_card,0,,,,,,,,1,268.52
EXP201279,treatment,Bangalore,ios,organic_search,37.86,2025-04-10 10:03:51,90.6,17.400000000000002,27.18,1,credit_card,0,,,,,,,,0,
EXP201280,treatment,Hyderabad,android,google_ads,132.21,2025-04-10 12:56:23,201.24,16.2,60.37,3,debit_card,0,,,,,,,,0,
EXP201281,treatment,Delhi NCR,android,influencer,132.23,2025-04-05 17:08:52,140.17,10.9,42.05,1,cod,0,,,,,,,,0,
EXP201282,treatment,Mumbai,android,organic_search,39.22,2025-04-10 08:06:02,148.05,12.5,44.41,2,debit_card,1,2025-04-15 10:21:02,384.12,18.2,0.0,6.0,Delivered,upi,1,306.6
EXP201283,treatment,Pune,ios,referral,98.02,2025-04-09 20:04:55,187.26,19.5,56.18,1,debit_card,1,2025-04-12 13:35:55,594.28,12.2,0.0,7.0,Delivered,upi,1,474.8
EXP201284,treatment,Ahmedabad,ios,google_ads,101.37,2025-04-09 21:01:53,238.44,14.1,71.53,1,debit_card,1,2025-04-13 15:17:53,203.57,19.400000000000002,11.68,6.0,Delivered,upi,0,
EXP201285,treatment,Mumbai,android,organic_search,53.88,2025-04-10 21:08:39,380.87,18.4,95.34,5,upi,0,,,,,,,,0,
EXP201286,treatment,Delhi NCR,android,meta_ads,126.29,2025-04-06 09:15:18,230.28,15.7,69.08,4,upi,0,,,,,,,,0,
EXP201287,treatment,Chennai,android,influencer,178.01,2025-04-07 18:51:53,375.56,13.899999999999999,67.09,9,upi,1,2025-04-14 13:26:53,221.47,14.5,0.0,6.0,Delivered,debit_card,1,417.61
EXP201288,treatment,Delhi NCR,android,meta_ads,191.27,2025-04-11 22:20:38,294.73,12.1,58.94,4,upi,1,2025-04-17 15:05:38,388.3,13.9,0.0,5.0,Delivered,debit_card,1,353.93
EXP201289,treatment,Bangalore,ios,google_ads,82.54,2025-04-06 21:45:24,106.76,11.6,32.03,3,upi,1,2025-04-08 16:01:24,471.79,18.5,0.0,4.0,Delivered,upi,0,
EXP201290,treatment,Pune,android,organic_search,39.44,2025-04-10 16:56:57,220.75,16.0,66.22,5,upi,0,,,,,,,,0,
EXP201291,treatment,Pune,ios,offline_events,202.68,2025-04-07 19:55:10,141.42,14.0,42.43,1,pay_later,0,,,,,,,,0,
EXP201292,treatment,Bangalore,android,organic_search,56.09,2025-04-05 07:51:15,559.03,12.9,57.27,10,upi,1,2025-04-11 11:48:15,256.23,18.4,0.0,3.0,Delivered,debit_card,1,403.68
EXP201293,treatment,Delhi NCR,ios,offline_events,245.12,2025-04-11 20:00:35,230.42,16.5,43.73,1,upi,0,,,,,,,,0,
EXP201294,treatment,Mumbai,android,meta_ads,128.16,2025-04-09 18:55:52,179.86,11.0,53.96,2,cod,1,2025-04-13 03:47:52,453.71,,0.0,6.0,Cancelled,cod,0,
EXP201295,treatment,Bangalore,android,organic_search,65.92,2025-04-08 11:30:10,386.28,16.7,95.4,2,debit_card,1,2025-04-11 19:32:10,349.0,15.3,0.0,8.0,Delivered,pay_later,1,348.93
EXP201296,treatment,Mumbai,android,google_ads,156.64,2025-04-11 19:02:36,207.78,15.899999999999999,40.48,6,cod,0,,,,,,,,0,
EXP201297,treatment,Bangalore,android,offline_events,224.4,2025-04-07 21:04:40,104.65,9.5,31.39,1,upi,0,,,,,,,,0,
EXP201298,treatment,Bangalore,android,google_ads,141.15,2025-04-06 09:35:11,107.82,8.5,32.35,1,upi,1,2025-04-07 14:08:11,283.86,10.9,0.0,5.0,Delivered,debit_card,0,
EXP201299,treatment,Mumbai,android,google_ads,71.92,2025-04-06 08:10:03,272.62,15.4,81.79,4,upi,1,2025-04-13 14:32:03,477.43,9.0,0.0,3.0,Delivered,pay_later,0,
EXP201300,treatment,Bangalore,ios,influencer,149.64,2025-04-06 08:47:23,285.83,7.0,47.46,4,upi,1,2025-04-08 20:49:23,554.07,16.2,36.01,10.0,Delivered,cod,1,475.42
EXP201301,treatment,Mumbai,android,referral,47.49,2025-04-07 08:53:16,348.88,16.6,75.82,6,credit_card,1,2025-04-12 17:00:16,192.05,12.7,0.0,1.0,Delivered,upi,1,311.29
EXP201302,treatment,Bangalore,android,offline_events,202.53,2025-04-11 15:51:49,186.21,15.1,55.86,4,upi,0,,,,,,,,0,
EXP201303,treatment,Bangalore,android,influencer,141.6,2025-04-11 20:28:42,186.07,15.9,55.82,1,upi,1,2025-04-17 16:59:42,452.08,15.600000000000001,0.0,5.0,Delivered,upi,0,
EXP201304,treatment,Delhi NCR,android,meta_ads,141.72,2025-04-11 20:45:12,225.03,19.0,67.51,3,upi,0,,,,,,,,0,
EXP201305,treatment,Bangalore,ios,app_store,34.09,2025-04-11 10:13:17,326.43,16.2,93.05,8,upi,1,2025-04-15 12:38:17,228.51,9.4,0.0,1.0,Delivered,credit_card,1,210.83
EXP201306,treatment,Delhi NCR,android,offline_events,126.58,2025-04-08 13:48:01,100.71,13.5,30.21,1,upi,0,,,,,,,,0,
EXP201307,treatment,Pune,android,offline_events,208.76,2025-04-10 19:23:56,223.46,12.2,67.04,2,upi,0,,,,,,,,0,
EXP201308,treatment,Chennai,android,organic_search,65.01,2025-04-08 09:06:47,165.24,19.5,49.57,1,debit_card,1,2025-04-13 19:17:47,280.22,13.899999999999999,9.59,7.0,Delivered,upi,1,376.1
EXP201309,treatment,Bangalore,android,google_ads,167.58,2025-04-05 08:17:50,214.8,7.0,64.44,2,credit_card,0,,,,,,,,0,
EXP201310,treatment,Delhi NCR,android,google_ads,151.16,2025-04-10 12:46:32,451.34,13.5,84.45,6,debit_card,1,2025-04-12 20:17:32,409.44,16.5,25.89,7.0,Delivered,cod,0,
EXP201311,treatment,Hyderabad,android,meta_ads,114.26,2025-04-09 09:12:45,231.5,22.0,69.45,4,upi,1,2025-04-12 10:21:45,347.33,12.3,0.0,5.0,Delivered,credit_card,1,215.67
EXP201312,treatment,Delhi NCR,android,referral,80.35,2025-04-09 20:27:36,903.47,18.1,63.26,8,upi,0,,,,,,,,0,
EXP201313,treatment,Mumbai,ios,referral,60.25,2025-04-07 18:36:27,200.97,18.0,60.29,2,upi,1,2025-04-14 19:38:27,1086.93,13.3,0.0,10.0,Delivered,upi,0,
EXP201314,treatment,Ahmedabad,android,referral,74.39,2025-04-06 11:07:03,232.25,20.6,69.67,2,upi,1,2025-04-11 20:19:03,262.28,18.9,0.0,1.0,Delivered,cod,1,457.95
EXP201315,treatment,Delhi NCR,android,google_ads,60.05,2025-04-09 18:41:26,420.25,17.799999999999997,47.06,10,upi,0,,,,,,,,0,
EXP201316,treatment,Delhi NCR,ios,meta_ads,146.55,2025-04-08 11:49:38,463.58,19.5,85.0,8,upi,0,,,,,,,,0,
EXP201317,treatment,Delhi NCR,android,referral,77.29,2025-04-05 09:04:39,290.39,20.5,47.64,4,upi,0,,,,,,,,0,
EXP201318,treatment,Hyderabad,android,offline_events,202.53,2025-04-08 11:34:51,264.17,12.3,73.09,5,upi,0,,,,,,,,0,
EXP201319,treatment,Bangalore,android,influencer,141.61,2025-04-11 06:58:58,302.57,11.6,51.86,3,credit_card,0,,,,,,,,0,
EXP201320,treatment,Delhi NCR,android,offline_events,179.74,2025-04-05 18:06:19,229.33,23.5,68.8,1,upi,1,2025-04-11 03:59:19,262.38,16.6,0.0,4.0,Delivered,upi,0,
EXP201321,treatment,Chennai,android,google_ads,130.49,2025-04-08 09:18:56,321.58,21.299999999999997,51.85,7,cod,0,,,,,,,,0,
EXP201322,treatment,Mumbai,ios,offline_events,209.45,2025-04-07 09:07:58,288.41,19.4,63.03,7,cod,1,2025-04-12 19:23:58,236.55,20.7,0.0,5.0,Delivered,upi,0,
EXP201323,treatment,Hyderabad,android,organic_search,41.28,2025-04-07 18:03:30,446.85,16.1,69.08,6,upi,0,,,,,,,,0,
EXP201324,treatment,Chennai,android,influencer,82.79,2025-04-10 16:08:59,346.09,15.4,68.37,3,upi,1,2025-04-15 20:02:59,541.83,17.2,0.0,11.0,Delivered,debit_card,0,
EXP201325,treatment,Pune,ios,meta_ads,141.38,2025-04-07 20:55:25,278.72,17.2,64.73,5,upi,0,,,,,,,,0,
EXP201326,treatment,Delhi NCR,ios,google_ads,103.24,2025-04-09 06:19:31,205.17,15.8,61.55,1,upi,0,,,,,,,,0,
EXP201327,treatment,Bangalore,ios,meta_ads,111.77,2025-04-11 06:46:17,149.66,14.8,44.9,2,credit_card,0,,,,,,,,0,
EXP201328,treatment,Pune,ios,offline_events,258.71,2025-04-07 10:02:28,80.38,21.1,24.11,2,upi,0,,,,,,,,0,
EXP201329,treatment,Delhi NCR,android,meta_ads,58.73,2025-04-06 20:09:56,347.22,23.7,53.82,5,upi,0,,,,,,,,1,350.92
EXP201330,treatment,Chennai,ios,influencer,128.11,2025-04-11 19:12:08,279.98,17.0,74.39,2,credit_card,0,,,,,,,,0,
EXP201331,treatment,Mumbai,ios,meta_ads,85.08,2025-04-06 10:25:40,436.22,17.8,77.82,7,upi,0,,,,,,,,0,
EXP201332,treatment,Bangalore,ios,google_ads,189.3,2025-04-08 21:55:36,313.73,12.2,69.7,6,upi,1,2025-04-13 17:15:36,478.71,19.1,0.0,5.0,Delivered,upi,1,251.68
EXP201333,treatment,Bangalore,android,referral,61.41,2025-04-07 09:33:08,308.05,14.6,45.43,1,cod,1,2025-04-10 18:53:08,432.36,13.6,0.0,5.0,Delivered,debit_card,1,476.32
EXP201334,treatment,Bangalore,ios,app_store,28.08,2025-04-08 21:42:41,314.08,11.0,67.98,5,debit_card,0,,,,,,,,0,
EXP201335,treatment,Hyderabad,android,organic_search,40.32,2025-04-08 09:13:43,280.53,16.7,44.67,3,upi,1,2025-04-13 15:53:43,429.1,15.3,0.0,3.0,Delivered,upi,0,
EXP201336,treatment,Hyderabad,ios,organic_search,35.41,2025-04-09 10:40:15,269.34,15.2,51.61,1,upi,1,2025-04-11 19:17:15,168.55,15.0,0.0,1.0,Refunded,upi,0,
EXP201337,treatment,Delhi NCR,android,app_store,17.1,2025-04-05 20:53:04,303.34,12.7,55.58,1,upi,1,2025-04-13 16:50:04,356.5,17.8,14.74,6.0,Delivered,debit_card,0,
EXP201338,treatment,Chennai,android,organic_search,27.47,2025-04-08 13:18:54,380.03,14.6,96.61,6,cod,0,,,,,,,,1,266.83
EXP201339,treatment,Delhi NCR,android,organic_search,47.97,2025-04-10 12:58:35,182.23,18.7,49.12,7,upi,0,,,,,,,,0,
EXP201340,treatment,Delhi NCR,android,referral,103.97,2025-04-06 08:55:35,240.97,13.5,62.12,1,upi,0,,,,,,,,0,
EXP201341,treatment,Chennai,ios,meta_ads,92.82,2025-04-11 19:28:05,134.06,19.5,40.22,2,upi,1,2025-04-16 15:08:05,221.62,,0.0,4.0,Cancelled,upi,1,164.41
EXP201342,treatment,Bangalore,android,organic_search,50.98,2025-04-09 16:37:03,121.33,8.4,36.4,1,cod,1,2025-04-15 01:56:03,194.37,13.5,0.0,3.0,Delivered,debit_card,1,131.66
EXP201343,treatment,Hyderabad,android,meta_ads,151.9,2025-04-05 09:58:01,311.64,21.5,40.26,4,upi,0,,,,,,,,0,
EXP201344,treatment,Hyderabad,ios,influencer,139.32,2025-04-10 21:13:23,153.79,9.4,46.14,1,debit_card,0,,,,,,,,0,
EXP201345,treatment,Delhi NCR,ios,google_ads,97.04,2025-04-06 15:38:33,152.08,18.3,45.62,1,upi,1,2025-04-11 02:09:33,1033.28,18.2,0.0,11.0,Delivered,debit_card,0,
EXP201346,treatment,Hyderabad,android,meta_ads,101.74,2025-04-07 13:09:59,361.48,9.3,62.25,4,upi,1,2025-04-10 01:38:59,284.57,12.7,0.0,1.0,Delivered,upi,1,291.93
EXP201347,treatment,Mumbai,ios,offline_events,211.35,2025-04-10 08:03:49,162.44,13.7,48.73,4,cod,0,,,,,,,,0,
EXP201348,treatment,Kolkata,ios,influencer,102.03,2025-04-06 09:17:17,72.38,18.8,21.71,1,upi,0,,,,,,,,0,
EXP201349,treatment,Hyderabad,android,influencer,171.37,2025-04-06 17:17:00,198.35,10.3,59.5,3,debit_card,0,,,,,,,,0,
EXP201350,treatment,Mumbai,android,offline_events,235.57,2025-04-11 20:52:22,151.61,16.3,40.65,4,upi,0,,,,,,,,0,
EXP201351,treatment,Hyderabad,android,google_ads,119.32,2025-04-09 12:45:09,248.79,15.3,68.84,4,pay_later,1,2025-04-12 23:58:09,748.17,16.2,0.0,15.0,Delivered,upi,0,
EXP201352,treatment,Bangalore,ios,app_store,5.0,2025-04-08 22:48:41,313.37,8.9,78.25,6,upi,1,2025-04-15 19:26:41,355.43,12.2,0.0,4.0,Delivered,pay_later,1,365.52
EXP201353,treatment,Pune,android,meta_ads,179.39,2025-04-08 19:06:57,214.33,14.5,56.45,3,upi,0,,,,,,,,0,
EXP201354,treatment,Mumbai,android,influencer,129.82,2025-04-06 19:28:20,227.57,16.6,68.27,3,debit_card,0,,,,,,,,0,
EXP201355,treatment,Hyderabad,android,organic_search,46.79,2025-04-09 17:49:18,168.16,13.4,50.45,3,debit_card,1,2025-04-12 05:33:18,297.4,14.6,0.0,3.0,Delivered,upi,1,196.88
EXP201356,treatment,Bangalore,android,google_ads,66.78,2025-04-06 20:19:16,231.37,13.5,69.41,4,credit_card,1,2025-04-10 22:11:16,228.43,14.4,0.0,1.0,Delivered,upi,0,
EXP201357,treatment,Bangalore,android,referral,75.28,2025-04-06 09:26:05,303.62,12.3,81.38,2,upi,0,,,,,,,,0,
EXP201358,treatment,Mumbai,android,organic_search,24.76,2025-04-11 19:49:58,381.69,18.8,86.54,3,cod,1,2025-04-15 14:45:58,576.43,18.8,0.0,6.0,Delivered,upi,1,238.57
EXP201359,treatment,Bangalore,android,meta_ads,105.08,2025-04-09 10:41:28,344.16,14.2,66.77,6,cod,0,,,,,,,,0,
EXP201360,treatment,Hyderabad,android,offline_events,167.58,2025-04-09 16:48:13,208.97,10.2,62.69,2,upi,1,2025-04-13 09:27:13,640.63,9.9,0.0,7.0,Delivered,upi,0,
EXP201361,treatment,Hyderabad,ios,meta_ads,73.94,2025-04-11 19:53:53,216.45,17.9,64.93,1,cod,0,,,,,,,,0,
EXP201362,treatment,Delhi NCR,ios,referral,93.09,2025-04-10 21:05:51,144.59,14.5,43.38,2,pay_later,1,2025-04-15 15:19:51,756.74,10.2,0.0,18.0,Delivered,pay_later,0,
EXP201363,treatment,Hyderabad,android,referral,56.12,2025-04-07 20:06:26,303.64,16.3,74.51,9,upi,1,2025-04-11 04:17:26,161.17,14.1,0.0,1.0,Delivered,upi,0,
EXP201364,treatment,Bangalore,ios,influencer,155.17,2025-04-05 13:24:33,251.35,17.6,75.41,1,upi,0,,,,,,,,0,
EXP201365,treatment,Delhi NCR,ios,offline_events,193.33,2025-04-07 08:47:15,183.99,13.0,55.2,3,upi,1,2025-04-13 19:41:15,288.04,20.9,0.0,3.0,Delivered,cod,1,246.44
EXP201366,treatment,Mumbai,ios,referral,55.81,2025-04-06 07:53:48,165.6,11.9,42.38,3,credit_card,0,,,,,,,,0,
EXP201367,treatment,Delhi NCR,android,google_ads,132.62,2025-04-05 08:11:48,116.88,10.8,35.06,3,upi,0,,,,,,,,0,
EXP201368,treatment,Pune,android,meta_ads,125.11,2025-04-11 09:18:41,242.94,17.6,65.73,2,debit_card,0,,,,,,,,0,
EXP201369,treatment,Delhi NCR,ios,google_ads,62.57,2025-04-05 18:31:17,309.24,18.8,68.48,1,credit_card,1,2025-04-11 22:22:17,610.64,12.0,0.0,8.0,Delivered,upi,1,207.39
EXP201370,treatment,Pune,android,google_ads,109.42,2025-04-05 18:16:29,111.41,14.3,33.42,1,upi,1,2025-04-13 07:55:29,326.75,12.9,0.0,7.0,Delivered,upi,1,120.83
EXP201371,treatment,Mumbai,android,influencer,137.4,2025-04-11 10:52:20,341.63,17.4,77.8,7,pay_later,0,,,,,,,,0,
EXP201372,treatment,Hyderabad,android,google_ads,178.52,2025-04-08 15:58:18,468.27,11.9,63.92,7,upi,0,,,,,,,,0,
EXP201373,treatment,Pune,ios,app_store,25.04,2025-04-06 13:35:45,544.93,13.2,53.63,11,upi,1,2025-04-07 23:53:45,379.26,19.7,0.0,4.0,Delivered,upi,0,
EXP201374,treatment,Mumbai,ios,google_ads,111.99,2025-04-05 09:16:41,143.23,19.2,42.97,1,upi,1,2025-04-12 14:04:41,603.21,12.4,0.0,5.0,Delivered,debit_card,1,279.9
EXP201375,treatment,Mumbai,android,google_ads,93.7,2025-04-08 09:20:15,209.65,17.7,62.89,3,debit_card,0,,,,,,,,0,
EXP201376,treatment,Ahmedabad,android,influencer,69.21,2025-04-07 21:10:18,149.84,21.5,44.95,1,upi,0,,,,,,,,0,
EXP201377,treatment,Bangalore,android,influencer,168.11,2025-04-10 16:50:17,167.61,8.2,50.28,2,debit_card,0,,,,,,,,0,
EXP201378,treatment,Pune,android,referral,76.87,2025-04-11 20:43:08,299.57,19.3,47.54,4,upi,1,2025-04-16 05:39:08,373.59,14.8,0.0,2.0,Delivered,pay_later,0,
EXP201379,treatment,Bangalore,android,google_ads,95.25,2025-04-07 21:33:31,788.52,15.0,80.68,6,debit_card,0,,,,,,,,0,
EXP201380,treatment,Mumbai,android,google_ads,55.53,2025-04-07 19:44:02,188.14,15.3,56.44,1,upi,0,,,,,,,,0,
EXP201381,treatment,Pune,ios,meta_ads,104.36,2025-04-07 15:54:33,268.85,11.4,80.66,3,credit_card,1,2025-04-12 01:13:33,308.44,20.0,0.0,5.0,Delivered,cod,0,
EXP201382,treatment,Mumbai,ios,meta_ads,119.08,2025-04-08 13:27:36,460.14,12.4,98.35,8,upi,0,,,,,,,,0,
EXP201383,treatment,Hyderabad,android,influencer,129.82,2025-04-10 21:56:32,216.72,15.8,65.02,3,upi,0,,,,,,,,0,
EXP201384,treatment,Mumbai,android,app_store,15.99,2025-04-09 09:58:11,134.28,20.9,40.28,2,cod,0,,,,,,,,0,
EXP201385,treatment,Bangalore,android,offline_events,138.49,2025-04-11 21:25:01,410.32,14.5,84.01,3,upi,1,2025-04-19 16:57:01,434.75,15.7,35.47,4.0,Delivered,debit_card,0,
EXP201386,treatment,Pune,ios,meta_ads,134.22,2025-04-11 09:48:10,465.28,21.8,70.34,2,upi,0,,,,,,,,0,
EXP201387,treatment,Mumbai,android,google_ads,132.11,2025-04-11 13:37:19,201.76,14.1,60.53,2,pay_later,0,,,,,,,,0,
EXP201388,treatment,Delhi NCR,android,google_ads,129.94,2025-04-06 09:55:29,376.02,18.9,99.57,3,upi,0,,,,,,,,0,
EXP201389,treatment,Mumbai,android,organic_search,39.97,2025-04-09 18:01:15,115.77,16.1,34.73,1,credit_card,1,2025-04-11 07:55:15,179.57,16.1,0.0,4.0,Delivered,debit_card,1,527.64
EXP201390,treatment,Chennai,ios,meta_ads,119.59,2025-04-10 20:25:07,106.92,14.899999999999999,32.08,1,credit_card,0,,,,,,,,0,
EXP201391,treatment,Bangalore,android,organic_search,59.67,2025-04-06 21:13:14,229.25,8.3,45.34,5,upi,1,2025-04-10 10:26:14,418.66,9.6,0.0,8.0,Delivered,cod,1,149.8
EXP201392,treatment,Mumbai,android,referral,81.15,2025-04-05 07:02:54,262.77,12.3,65.56,1,credit_card,1,2025-04-10 20:07:54,266.92,19.1,0.0,5.0,Delivered,upi,1,249.02
EXP201393,treatment,Delhi NCR,ios,organic_search,65.46,2025-04-08 16:16:21,838.15,6.9,66.42,11,credit_card,1,2025-04-10 18:29:21,264.54,14.8,23.47,5.0,Delivered,upi,0,
EXP201394,treatment,Delhi NCR,android,influencer,162.43,2025-04-07 20:14:51,360.0,16.9,76.31,7,upi,0,,,,,,,,0,
EXP201395,treatment,Mumbai,android,google_ads,180.55,2025-04-09 11:08:46,391.65,16.8,44.87,7,upi,1,2025-04-13 20:06:46,316.99,18.9,0.0,6.0,Delivered,upi,1,471.59
EXP201396,treatment,Ahmedabad,android,google_ads,63.38,2025-04-09 16:08:43,297.84,23.9,81.42,1,credit_card,0,,,,,,,,0,
EXP201397,treatment,Mumbai,android,organic_search,59.67,2025-04-11 12:41:19,258.0,10.5,50.71,8,credit_card,1,2025-04-17 00:38:19,292.6,,0.0,1.0,Cancelled,upi,0,
